27001232I;0;0.000000;0.000000;0.000000;0.000000;2019;2;21;23;49;1
05585299D;0;0.000000;0.000000;0.000000;0.000000;2019;11;16;10;38;46
05585299D;1;0.000000;0.000000;0.000000;0.000000;2019;3;12;13;49;18
05585299D;2;0.000000;0.000000;0.000000;0.000000;2019;1;24;18;36;51
79567138A;0;0.000000;0.000000;0.000000;0.000000;2019;4;16;3;27;119
79567138A;1;0.000000;0.000000;0.000000;0.000000;2019;4;12;5;13;34
79567138A;2;0.000000;0.000000;0.000000;0.000000;2019;8;30;19;33;115
79567138A;3;0.000000;0.000000;0.000000;0.000000;2019;6;28;3;32;105
79567138A;4;0.000000;0.000000;0.000000;0.000000;2019;6;1;9;23;69
10504260R;0;0.000000;0.000000;0.000000;0.000000;2019;8;22;21;15;1
10504260R;1;0.000000;0.000000;0.000000;0.000000;2019;3;14;10;15;10
10504260R;2;0.000000;0.000000;0.000000;0.000000;2019;5;10;20;13;66
10504260R;3;0.000000;0.000000;0.000000;0.000000;2019;9;25;16;2;92
31441396Y;0;0.000000;0.000000;0.000000;0.000000;2019;9;15;6;24;10
31441396Y;1;0.000000;0.000000;0.000000;0.000000;2019;10;2;10;53;69
31441396Y;2;0.000000;0.000000;0.000000;0.000000;2019;10;18;1;43;33
31441396Y;3;0.000000;0.000000;0.000000;0.000000;2019;12;29;17;29;35
45652045B;0;0.000000;0.000000;0.000000;0.000000;2019;6;21;17;22;87
45652045B;1;0.000000;0.000000;0.000000;0.000000;2019;2;14;1;53;13
82230042O;0;0.000000;0.000000;0.000000;0.000000;2019;4;12;12;48;47
57008927W;0;0.000000;0.000000;0.000000;0.000000;2019;6;23;20;38;20
57008927W;1;0.000000;0.000000;0.000000;0.000000;2019;4;22;16;43;112
57008927W;2;0.000000;0.000000;0.000000;0.000000;2019;4;5;1;59;93
57008927W;3;0.000000;0.000000;0.000000;0.000000;2019;12;28;10;12;74
57008927W;4;0.000000;0.000000;0.000000;0.000000;2019;2;13;13;58;80
68295798T;0;0.000000;0.000000;0.000000;0.000000;2019;10;16;22;37;45
97171209W;0;0.000000;0.000000;0.000000;0.000000;2019;11;10;18;40;36
58456401L;0;0.000000;0.000000;0.000000;0.000000;2019;1;21;20;34;109
58456401L;1;0.000000;0.000000;0.000000;0.000000;2019;7;2;1;44;37
58456401L;2;0.000000;0.000000;0.000000;0.000000;2019;12;7;20;32;24
58456401L;3;0.000000;0.000000;0.000000;0.000000;2019;1;18;14;17;111
58456401L;4;0.000000;0.000000;0.000000;0.000000;2019;9;3;15;36;103
64065084E;0;0.000000;0.000000;0.000000;0.000000;2019;11;13;19;25;78
79230692O;0;0.000000;0.000000;0.000000;0.000000;2019;4;28;2;42;37
60172189M;0;0.000000;0.000000;0.000000;0.000000;2019;6;2;7;7;55
60172189M;1;0.000000;0.000000;0.000000;0.000000;2019;10;16;7;57;58
60172189M;2;0.000000;0.000000;0.000000;0.000000;2019;1;29;23;7;63
60172189M;3;0.000000;0.000000;0.000000;0.000000;2019;6;18;1;22;96
60172189M;4;0.000000;0.000000;0.000000;0.000000;2019;3;8;18;46;16
93204638A;0;0.000000;0.000000;0.000000;0.000000;2019;4;28;4;28;70
93204638A;1;0.000000;0.000000;0.000000;0.000000;2019;9;26;10;18;101
93204638A;2;0.000000;0.000000;0.000000;0.000000;2019;6;27;22;43;29
93204638A;3;0.000000;0.000000;0.000000;0.000000;2019;11;6;13;16;91
80887738L;0;0.000000;0.000000;0.000000;0.000000;2019;3;1;21;18;22
80887738L;1;0.000000;0.000000;0.000000;0.000000;2019;5;8;5;7;27
59186828Q;0;0.000000;0.000000;0.000000;0.000000;2019;9;11;19;1;79
59186828Q;1;0.000000;0.000000;0.000000;0.000000;2019;5;8;7;15;63
59186828Q;2;0.000000;0.000000;0.000000;0.000000;2019;11;7;4;8;56
59186828Q;3;0.000000;0.000000;0.000000;0.000000;2019;6;4;9;21;95
94194181H;0;0.000000;0.000000;0.000000;0.000000;2019;9;8;21;19;36
94194181H;1;0.000000;0.000000;0.000000;0.000000;2019;5;24;10;56;40
94194181H;2;0.000000;0.000000;0.000000;0.000000;2019;4;12;6;20;51
94194181H;3;0.000000;0.000000;0.000000;0.000000;2019;10;27;15;38;48
61244387P;0;0.000000;0.000000;0.000000;0.000000;2019;4;1;13;27;83
44353246Y;0;0.000000;0.000000;0.000000;0.000000;2019;1;11;0;15;37
44353246Y;1;0.000000;0.000000;0.000000;0.000000;2019;2;6;21;41;112
44353246Y;2;0.000000;0.000000;0.000000;0.000000;2019;11;26;21;22;27
44353246Y;3;0.000000;0.000000;0.000000;0.000000;2019;7;16;18;53;78
15508247U;0;0.000000;0.000000;0.000000;0.000000;2019;1;8;16;55;61
15508247U;1;0.000000;0.000000;0.000000;0.000000;2019;12;28;5;1;8
15508247U;2;0.000000;0.000000;0.000000;0.000000;2019;3;26;22;36;75
88639202B;0;0.000000;0.000000;0.000000;0.000000;2019;10;8;5;12;12
92276470J;0;0.000000;0.000000;0.000000;0.000000;2019;3;20;1;53;49
92276470J;1;0.000000;0.000000;0.000000;0.000000;2019;3;26;3;34;1
92276470J;2;0.000000;0.000000;0.000000;0.000000;2019;10;16;1;58;29
92276470J;3;0.000000;0.000000;0.000000;0.000000;2019;6;24;14;54;42
92276470J;4;0.000000;0.000000;0.000000;0.000000;2019;9;9;6;18;120
27002300L;0;0.000000;0.000000;0.000000;0.000000;2019;5;25;15;22;23
27002300L;1;0.000000;0.000000;0.000000;0.000000;2019;3;14;3;17;79
24073796A;0;0.000000;0.000000;0.000000;0.000000;2019;3;25;13;43;14
24073796A;1;0.000000;0.000000;0.000000;0.000000;2019;7;8;4;45;85
85246757B;0;0.000000;0.000000;0.000000;0.000000;2019;12;17;17;46;1
85246757B;1;0.000000;0.000000;0.000000;0.000000;2019;3;2;18;33;69
59537570U;0;0.000000;0.000000;0.000000;0.000000;2019;6;30;11;27;2
59537570U;1;0.000000;0.000000;0.000000;0.000000;2019;1;24;16;14;91
59537570U;2;0.000000;0.000000;0.000000;0.000000;2019;10;28;10;2;62
12560347G;0;0.000000;0.000000;0.000000;0.000000;2019;1;1;6;45;36
12560347G;1;0.000000;0.000000;0.000000;0.000000;2019;2;17;8;39;111
12560347G;2;0.000000;0.000000;0.000000;0.000000;2019;12;27;0;46;113
21650794D;0;0.000000;0.000000;0.000000;0.000000;2019;2;11;8;2;53
21650794D;1;0.000000;0.000000;0.000000;0.000000;2019;8;4;16;11;57
21650794D;2;0.000000;0.000000;0.000000;0.000000;2019;4;10;23;26;34
21650794D;3;0.000000;0.000000;0.000000;0.000000;2019;1;22;2;27;17
21650794D;4;0.000000;0.000000;0.000000;0.000000;2019;8;28;16;42;8
40900506W;0;0.000000;0.000000;0.000000;0.000000;2019;10;12;0;34;79
40900506W;1;0.000000;0.000000;0.000000;0.000000;2019;11;6;10;32;57
40900506W;2;0.000000;0.000000;0.000000;0.000000;2019;8;22;19;56;10
03395542L;0;0.000000;0.000000;0.000000;0.000000;2019;4;4;20;3;101
03395542L;1;0.000000;0.000000;0.000000;0.000000;2019;2;14;11;46;31
26239086C;0;0.000000;0.000000;0.000000;0.000000;2019;2;7;19;48;30
26239086C;1;0.000000;0.000000;0.000000;0.000000;2019;12;21;21;59;68
26239086C;2;0.000000;0.000000;0.000000;0.000000;2019;4;23;23;56;53
66384642F;0;0.000000;0.000000;0.000000;0.000000;2019;11;9;8;57;91
